Accident_ID,Accident_Date,Accident_Hour,Report_Timestamp,District,Road_Type,Weather_Condition,Surface_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Driver_Age,Driver_Gender,Alcohol_Involved,Vehicle_Speed_kmph,Helmet_Used,Seatbelt_Used,Cause_Category,Accident_Severity,Casualties_Count,Injury_Type,Emergency_Response_Time_Min,Accident_Year,Accident_Month,Day_Of_Week,Is_Weekend,Time_Block,Age_Group,High_Speed,Delayed_Response,Night_Driving,Multiple_Casualties
Ker_Acc_100031,2023-07-07,6,2023-07-07 07:02:00,Thiruvananthapuram,Urban Road,Clear,Dry,Day,High,Car,70,Female,No,83,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,6.0,2023,July,Friday,False,Morning,Senior,Yes,No,No,No
Ker_Acc_103165,2024-12-03,20,2024-12-03 22:52:00,Malappuram,Highway,Clear,Dry,Night,Medium,Truck,26,Female,No,86,Not Applicable,Yes,Weather Conditions,Minor,2,No Injury,13.0,2024,December,Tuesday,False,Evening,Adult,Yes,No,Yes,Yes
Ker_Acc_103166,2024-05-15,15,2024-05-15 16:34:00,Thrissur,Rural Road,Clear,Dry,Day,Medium,Motorcycle,34,Female,No,62,No,Not Applicable,Overspeeding,Minor,0,Minor Injury,12.0,2024,May,Wednesday,False,Afternoon,Adult,No,No,No,No
Ker_Acc_103167,2025-04-06,1,2025-04-06 02:59:00,Kottayam,Rural Road,Rain,Wet,Night,Medium,Car,26,Female,No,79,Not Applicable,Yes,Drunk Driving,Serious,1,Minor Injury,27.0,2025,April,Sunday,True,Late Night,Adult,No,Yes,Yes,No
Ker_Acc_103168,2025-04-05,11,2025-04-05 12:49:00,Idukki,Junction,Rain,Wet,Day,High,Auto Rickshaw,40,Female,No,56,Not Applicable,Not Applicable,Overspeeding,Minor,1,Minor Injury,14.0,2025,April,Saturday,True,Morning,Adult,No,No,No,No
Ker_Acc_103169,2024-08-19,3,2024-08-19 03:44:00,Thiruvananthapuram,Rural Road,Clear,Dry,Night,Medium,Auto Rickshaw,47,Female,No,107,Not Applicable,Not Applicable,Weather Conditions,Minor,0,No Injury,16.0,2024,August,Monday,False,Late Night,Middle Age,Yes,No,Yes,No
Ker_Acc_100031,2023-12-29,23,2023-12-30 01:51:00,Kannur,Highway,Fog,Dry,Night,High,Car,54,Male,No,92,Not Applicable,Yes,Distracted Driving,Serious,2,Major Injury,29.0,2023,December,Friday,False,Evening,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_103171,2025-05-12,20,2025-05-12 21:56:00,Pathanamthitta,Highway,Clear,Dry,Night,High,Car,43,Male,No,110,Not Applicable,Yes,Distracted Driving,Serious,3,Minor Injury,21.0,2025,May,Monday,False,Evening,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_103172,2024-05-03,9,2024-05-03 09:48:00,Wayanad,Rural Road,Fog,Dry,Day,Medium,Motorcycle,26,Female,No,60,Yes,Not Applicable,Overspeeding,Minor,1,Minor Injury,19.0,2024,May,Friday,False,Morning,Adult,No,No,No,No
Ker_Acc_103173,2024-11-21,20,2024-11-21 22:53:00,Malappuram,Highway,Clear,Dry,Night,Medium,Truck,47,Male,No,107,Not Applicable,Yes,Drunk Driving,Minor,0,Minor Injury,16.0,2024,November,Thursday,False,Evening,Middle Age,Yes,No,Yes,No
Ker_Acc_103174,2023-04-03,15,2023-04-03 16:49:00,Ernakulam,Urban Road,Rain,Wet,Day,High,Truck,69,Female,No,57,Not Applicable,Yes,Weather Conditions,Minor,1,Minor Injury,19.0,2023,April,Monday,False,Afternoon,Senior,No,No,No,No
Ker_Acc_103175,2024-04-12,23,2024-04-13 00:06:00,Kasaragod,Urban Road,Rain,Wet,Night,Medium,Car,44,Male,No,56,Not Applicable,Yes,Drunk Driving,Minor,2,Minor Injury,14.0,2024,April,Friday,False,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_103176,2025-01-16,3,2025-01-16 04:36:00,Thrissur,Highway,Clear,Dry,Night,High,Bus,28,Male,No,64,Not Applicable,Yes,Overspeeding,Serious,2,Major Injury,40.0,2025,January,Thursday,False,Late Night,Adult,No,Yes,Yes,Yes
Ker_Acc_103177,2024-02-01,3,2024-02-01 05:18:00,Thrissur,Highway,Rain,Muddy,Night,Medium,Car,20,Female,No,103,Not Applicable,Yes,Distracted Driving,Serious,1,Minor Injury,39.0,2024,February,Thursday,False,Late Night,Young,Yes,Yes,Yes,No
Ker_Acc_103178,2023-03-24,5,2023-03-24 07:16:00,Kollam,Rural Road,Rain,Wet,Night,Medium,Car,40,Male,Yes,31,Not Applicable,Yes,Distracted Driving,Fatal,3,Fatal Injury,28.0,2023,March,Friday,False,Late Night,Adult,No,Yes,Yes,Yes
Ker_Acc_103179,2025-01-05,19,2025-01-05 19:24:00,Malappuram,Rural Road,Clear,Dry,Night,High,Motorcycle,39,Male,No,90,Yes,Not Applicable,Drunk Driving,Minor,2,Minor Injury,10.0,2025,January,Sunday,True,Evening,Adult,Yes,No,Yes,Yes
Ker_Acc_103180,2025-03-09,13,2025-03-09 15:39:00,Thrissur,Junction,Clear,Dry,Day,Medium,Truck,31,Male,No,42,Not Applicable,Yes,Distracted Driving,Minor,2,Minor Injury,13.0,2025,March,Sunday,True,Afternoon,Adult,No,No,No,Yes
Ker_Acc_100031,2024-10-16,14,2024-10-16 14:51:00,Kasaragod,Highway,Clear,Dry,Day,Medium,Truck,44,Female,No,100,Not Applicable,Yes,Mechanical Failure,Minor,0,Minor Injury,23.0,2024,October,Wednesday,False,Afternoon,Middle Age,Yes,Yes,No,No
Ker_Acc_103182,2023-02-12,0,2023-02-12 01:50:00,Kollam,Highway,Rain,Wet,Night,Medium,Motorcycle,34,Female,No,85,Yes,Not Applicable,Weather Conditions,Serious,2,Major Injury,30.0,2023,February,Sunday,True,Late Night,Adult,Yes,Yes,Yes,Yes
Ker_Acc_103183,2024-11-13,12,2024-11-13 14:22:00,Malappuram,Junction,Clear,Dry,Day,High,Car,40,Female,No,44,Not Applicable,Yes,Overspeeding,Minor,0,No Injury,8.0,2024,November,Wednesday,False,Afternoon,Adult,No,No,No,No
Ker_Acc_103184,2023-01-05,17,2023-01-05 20:04:00,Pathanamthitta,Urban Road,Clear,Dry,Day,Low,Motorcycle,19,Male,No,45,Yes,Not Applicable,Weather Conditions,Minor,1,Minor Injury,23.0,2023,January,Thursday,False,Afternoon,Young,No,Yes,No,No
Ker_Acc_103185,2024-09-29,6,2024-09-29 07:57:00,Thrissur,Highway,Rain,Wet,Day,High,Motorcycle,26,Female,No,85,Yes,Not Applicable,Mechanical Failure,Serious,1,Major Injury,16.0,2024,September,Sunday,True,Morning,Adult,Yes,No,No,No
Ker_Acc_103186,2025-01-29,9,2025-01-29 11:05:00,Kollam,Urban Road,Clear,Dry,Day,Medium,Motorcycle,60,Male,No,78,Yes,Not Applicable,Mechanical Failure,Minor,0,No Injury,16.0,2025,January,Wednesday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_103187,2023-06-02,13,2023-06-02 13:43:00,Palakkad,Urban Road,Clear,Dry,Day,Low,Car,29,Male,Yes,84,Not Applicable,Yes,Drunk Driving,Serious,3,Major Injury,30.0,2023,June,Friday,False,Afternoon,Adult,Yes,Yes,No,Yes
Ker_Acc_103188,2023-06-10,3,2023-06-10 06:07:00,Kasaragod,Urban Road,Clear,Wet,Day,High,Car,33,Female,No,60,Not Applicable,Yes,Distracted Driving,Minor,1,No Injury,25.0,2023,June,Saturday,True,Late Night,Adult,No,Yes,Yes,No
Ker_Acc_103189,2023-02-08,4,2023-02-08 05:13:00,Kannur,Urban Road,Clear,Dry,Night,Medium,Car,51,Female,No,59,Not Applicable,No,Drunk Driving,Minor,2,Minor Injury,16.0,2023,February,Wednesday,False,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_103191,2024-04-21,10,2024-04-21 10:48:00,Kollam,Urban Road,Clear,Muddy,Day,High,Motorcycle,44,Female,No,51,Yes,Not Applicable,Drunk Driving,Minor,2,Minor Injury,6.0,2024,April,Sunday,True,Morning,Middle Age,No,No,No,Yes
Ker_Acc_103192,2024-10-27,11,2024-10-27 13:42:00,Thrissur,Junction,Rain,Wet,Day,Medium,Auto Rickshaw,18,Male,No,32,Not Applicable,Not Applicable,Mechanical Failure,Minor,2,No Injury,19.0,2024,October,Sunday,True,Morning,Young,No,No,No,Yes
Ker_Acc_103193,2023-12-10,1,2023-12-10 04:01:00,Kottayam,Rural Road,Clear,Dry,Night,Low,Motorcycle,44,Male,No,74,Yes,Not Applicable,Drunk Driving,Serious,2,Major Injury,19.0,2023,December,Sunday,True,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_103194,2023-07-02,16,2023-07-02 17:58:00,Thrissur,Urban Road,Clear,Dry,Day,High,Car,67,Male,No,96,Not Applicable,Yes,Weather Conditions,Minor,1,No Injury,6.0,2023,July,Sunday,True,Afternoon,Senior,Yes,No,No,No
Ker_Acc_103195,2024-07-20,8,2024-07-20 11:42:00,Kozhikode,Junction,Clear,Wet,Day,Medium,Motorcycle,27,Male,Yes,50,Yes,Not Applicable,Distracted Driving,Serious,3,Major Injury,38.0,2024,July,Saturday,True,Morning,Adult,No,Yes,No,Yes
Ker_Acc_103196,2024-09-11,6,2024-09-11 09:25:00,Kottayam,Urban Road,Rain,Wet,Day,Low,Car,44,Female,No,34,Not Applicable,Yes,Mechanical Failure,Minor,2,No Injury,6.0,2024,September,Wednesday,False,Morning,Middle Age,No,No,No,Yes
Ker_Acc_103197,2024-06-07,23,2024-06-08 01:30:00,Malappuram,Junction,Rain,Wet,Night,Medium,Car,22,Female,No,61,Not Applicable,No,Weather Conditions,Minor,3,Minor Injury,12.0,2024,June,Friday,False,Evening,Young,No,No,Yes,Yes
Ker_Acc_103198,2024-10-18,4,2024-10-18 05:46:00,Thrissur,Junction,Clear,Dry,Night,Low,Motorcycle,33,Female,No,55,Yes,Not Applicable,Mechanical Failure,Minor,2,No Injury,19.0,2024,October,Friday,False,Late Night,Adult,No,No,Yes,Yes
Ker_Acc_103199,2024-04-10,15,2024-04-10 15:26:00,Alappuzha,Urban Road,Clear,Dry,Day,Medium,Motorcycle,25,Male,No,33,Yes,Not Applicable,Mechanical Failure,Minor,1,No Injury,13.0,2024,April,Wednesday,False,Afternoon,Young,No,No,No,No
Ker_Acc_103200,2023-09-10,14,2023-09-10 14:42:00,Kottayam,Highway,Clear,Dry,Day,Medium,Motorcycle,48,Male,No,89,Yes,Not Applicable,Overspeeding,Minor,1,No Injury,11.0,2023,September,Sunday,True,Afternoon,Middle Age,Yes,No,No,No
Ker_Acc_103201,2024-06-05,14,2024-06-05 16:08:00,Kannur,Urban Road,Clear,Dry,Day,High,Car,26,Female,No,62,Not Applicable,Yes,Distracted Driving,Minor,0,No Injury,12.0,2024,June,Wednesday,False,Afternoon,Adult,No,No,No,No
Ker_Acc_103202,2023-08-02,10,2023-08-02 13:01:00,Thrissur,Rural Road,Clear,Dry,Day,Medium,Motorcycle,29,Male,No,114,Yes,Not Applicable,Weather Conditions,Serious,3,Major Injury,14.0,2023,August,Wednesday,False,Morning,Adult,Yes,No,No,Yes
Ker_Acc_103203,2024-07-19,10,2024-07-19 13:22:00,Thiruvananthapuram,Bridge,Clear,Muddy,Day,Medium,Motorcycle,25,Male,No,80,Yes,Not Applicable,Overspeeding,Serious,3,Major Injury,19.0,2024,July,Friday,False,Morning,Young,No,No,No,Yes
Ker_Acc_103204,2025-03-05,12,2025-03-05 12:34:00,Idukki,Urban Road,Clear,Dry,Day,Low,Bus,49,Male,No,86,Not Applicable,Yes,Mechanical Failure,Minor,1,No Injury,11.0,2025,March,Wednesday,False,Afternoon,Middle Age,Yes,No,No,No
Ker_Acc_103205,2023-07-30,0,2023-07-30 01:25:00,Wayanad,Rural Road,Clear,Dry,Night,Medium,Auto Rickshaw,43,Male,No,91,Not Applicable,Not Applicable,Mechanical Failure,Minor,1,Minor Injury,11.0,2023,July,Sunday,True,Late Night,Middle Age,Yes,No,Yes,No
Ker_Acc_103206,2024-06-11,10,2024-06-11 12:49:00,Malappuram,Junction,Clear,Muddy,Day,Medium,Auto Rickshaw,64,Female,No,51,Not Applicable,Not Applicable,Weather Conditions,Minor,2,Minor Injury,5.0,2024,June,Tuesday,False,Morning,Senior,No,No,No,Yes
Ker_Acc_103207,2023-02-14,13,2023-02-14 13:13:00,Kannur,Junction,Clear,Wet,Dawn/Dusk,Medium,Car,35,Female,No,33,Not Applicable,Yes,Weather Conditions,Minor,1,Minor Injury,12.0,2023,February,Tuesday,False,Afternoon,Adult,No,No,No,No
Ker_Acc_100031,2025-03-13,8,2025-03-13 11:22:00,Thiruvananthapuram,Urban Road,Clear,Dry,Day,Medium,Car,36,Female,No,68,Not Applicable,Yes,Weather Conditions,Minor,0,Minor Injury,22.0,2025,March,Thursday,False,Morning,Adult,No,Yes,No,No
Ker_Acc_103209,2024-05-30,22,2024-05-31 00:25:00,Alappuzha,Bridge,Clear,Dry,Night,Medium,Car,63,Female,No,70,Not Applicable,Yes,Mechanical Failure,Minor,1,Minor Injury,14.0,2024,May,Thursday,False,Evening,Senior,No,No,Yes,No
Ker_Acc_103210,2024-01-19,16,2024-01-19 18:21:00,Kottayam,Rural Road,Clear,Dry,Day,High,Bus,64,Female,No,42,Not Applicable,Yes,Distracted Driving,Minor,0,Minor Injury,7.0,2024,January,Friday,False,Afternoon,Senior,No,No,No,No
Ker_Acc_103211,2024-01-06,7,2024-01-06 08:01:00,Palakkad,Junction,Rain,Wet,Day,Low,Car,50,Female,No,53,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,18.0,2024,January,Saturday,True,Morning,Middle Age,No,No,No,No
Ker_Acc_103212,2024-08-08,5,2024-08-08 07:52:00,Malappuram,Urban Road,Clear,Dry,Night,Medium,Auto Rickshaw,55,Male,No,65,Not Applicable,Not Applicable,Overspeeding,Serious,3,Minor Injury,26.0,2024,August,Thursday,False,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_103213,2023-11-18,18,2023-11-18 19:01:00,Kollam,Urban Road,Rain,Muddy,Day,High,Car,26,Female,No,33,Not Applicable,Yes,Distracted Driving,Minor,1,No Injury,5.0,2023,November,Saturday,True,Evening,Adult,No,No,Yes,No
Ker_Acc_103214,2023-09-22,11,2023-09-22 13:27:00,Palakkad,Urban Road,Clear,Dry,Day,High,Truck,70,Female,No,80,Not Applicable,Yes,Drunk Driving,Minor,1,Minor Injury,8.0,2023,September,Friday,False,Morning,Senior,No,No,No,No
Ker_Acc_103215,2024-12-13,12,2024-12-13 12:30:00,Malappuram,Highway,Clear,Dry,Day,Low,Motorcycle,32,Female,No,88,Yes,Not Applicable,Overspeeding,Minor,2,Minor Injury,8.0,2024,December,Friday,False,Afternoon,Adult,Yes,No,No,Yes
Ker_Acc_103216,2024-03-26,20,2024-03-26 22:35:00,Malappuram,Urban Road,Clear,Dry,Night,High,Car,41,Female,No,88,Not Applicable,Yes,Mechanical Failure,Minor,1,Minor Injury,18.0,2024,March,Tuesday,False,Evening,Middle Age,Yes,No,Yes,No
Ker_Acc_103217,2024-02-08,1,2024-02-08 03:10:00,Thrissur,Highway,Clear,Dry,Night,Medium,Car,26,Female,No,77,Not Applicable,Yes,Overspeeding,Serious,3,Major Injury,19.0,2024,February,Thursday,False,Late Night,Adult,No,No,Yes,Yes
Ker_Acc_103219,2024-04-24,11,2024-04-24 12:34:00,Pathanamthitta,Urban Road,Clear,Wet,Day,High,Auto Rickshaw,61,Male,No,33,Not Applicable,Not Applicable,Mechanical Failure,Minor,1,No Injury,16.0,2024,April,Wednesday,False,Morning,Senior,No,No,No,No
Ker_Acc_103220,2024-09-13,5,2024-09-13 08:00:00,Ernakulam,Urban Road,Rain,Wet,Night,Medium,Auto Rickshaw,51,Female,No,96,Not Applicable,Not Applicable,Mechanical Failure,Serious,1,Major Injury,31.0,2024,September,Friday,False,Late Night,Middle Age,Yes,Yes,Yes,No
Ker_Acc_103221,2023-03-05,12,2023-03-05 14:58:00,Thiruvananthapuram,Bridge,Rain,Wet,Day,Medium,Motorcycle,55,Male,Yes,26,Yes,Not Applicable,Mechanical Failure,Serious,2,Major Injury,15.0,2023,March,Sunday,True,Afternoon,Middle Age,No,No,No,Yes
Ker_Acc_103222,2023-09-11,1,2023-09-11 01:39:00,Kottayam,Urban Road,Clear,Wet,Night,Medium,Motorcycle,33,Female,No,58,No,Not Applicable,Mechanical Failure,Minor,1,Minor Injury,7.0,2023,September,Monday,False,Late Night,Adult,No,No,Yes,No
Ker_Acc_103223,2024-06-04,8,2024-06-04 08:52:00,Kannur,Urban Road,Clear,Dry,Day,Low,Motorcycle,38,Male,No,66,Yes,Not Applicable,Distracted Driving,Minor,1,Minor Injury,20.0,2024,June,Tuesday,False,Morning,Adult,No,No,No,No
Ker_Acc_103224,2023-10-24,11,2023-10-24 13:39:00,Wayanad,Junction,Clear,Dry,Day,High,Car,44,Female,No,33,Not Applicable,Yes,Weather Conditions,Minor,0,No Injury,19.0,2023,October,Tuesday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_103225,2024-12-25,16,2024-12-25 17:39:00,Thrissur,Rural Road,Clear,Muddy,Day,Low,Bus,30,Male,No,67,Not Applicable,Yes,Weather Conditions,Minor,0,Minor Injury,19.0,2024,December,Wednesday,False,Afternoon,Adult,No,No,No,No
Ker_Acc_103226,2023-09-05,10,2023-09-05 12:08:00,Kozhikode,Urban Road,Rain,Wet,Day,Medium,Truck,33,Female,No,55,Not Applicable,Yes,Drunk Driving,Minor,1,No Injury,11.0,2023,September,Tuesday,False,Morning,Adult,No,No,No,No
Ker_Acc_103227,2025-02-01,17,2025-02-01 20:22:00,Wayanad,Urban Road,Fog,Dry,Day,Low,Auto Rickshaw,27,Male,No,60,Not Applicable,Not Applicable,Drunk Driving,Minor,0,Minor Injury,17.0,2025,February,Saturday,True,Afternoon,Adult,No,No,No,No
Ker_Acc_103228,2023-05-06,19,2023-05-06 22:13:00,Wayanad,Rural Road,Storm,Dry,Night,High,Motorcycle,34,Female,No,79,Yes,Not Applicable,Mechanical Failure,Serious,3,Major Injury,39.0,2023,May,Saturday,True,Evening,Adult,No,Yes,Yes,Yes
Ker_Acc_103230,2024-08-27,14,2024-08-27 16:08:00,Thrissur,Highway,Clear,Dry,Day,Low,Car,23,Female,No,97,Not Applicable,No,Mechanical Failure,Minor,0,No Injury,5.0,2024,August,Tuesday,False,Afternoon,Young,Yes,No,No,No
Ker_Acc_100031,2023-03-20,19,2023-03-20 20:07:00,Kasaragod,Urban Road,Fog,Wet,Night,Medium,Motorcycle,18,Male,No,70,Yes,Not Applicable,Drunk Driving,Serious,3,Major Injury,40.0,2023,March,Monday,False,Evening,Young,No,Yes,Yes,Yes
Ker_Acc_103232,2023-05-12,3,2023-05-12 05:27:00,Kollam,Urban Road,Rain,Wet,Day,High,Auto Rickshaw,35,Female,No,40,Not Applicable,Not Applicable,Distracted Driving,Serious,2,Major Injury,33.0,2023,May,Friday,False,Late Night,Adult,No,Yes,Yes,Yes
Ker_Acc_103233,2025-04-26,9,2025-04-26 11:06:00,Pathanamthitta,Highway,Clear,Dry,Day,High,Bus,24,Male,No,71,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,18.0,2025,April,Saturday,True,Morning,Young,No,No,No,No
Ker_Acc_103235,2023-01-15,7,2023-01-15 09:52:00,Kottayam,Urban Road,Clear,Wet,Day,Medium,Car,36,Male,Yes,86,Not Applicable,Yes,Drunk Driving,Serious,3,Major Injury,18.0,2023,January,Sunday,True,Morning,Adult,Yes,No,No,Yes
Ker_Acc_103236,2023-10-17,16,2023-10-17 17:12:00,Pathanamthitta,Urban Road,Clear,Dry,Day,Low,Bus,35,Male,No,73,Not Applicable,Yes,Drunk Driving,Minor,0,Minor Injury,24.0,2023,October,Tuesday,False,Afternoon,Adult,No,Yes,No,No
Ker_Acc_103237,2024-06-11,1,2024-06-11 04:28:00,Pathanamthitta,Urban Road,Rain,Wet,Night,Low,Car,68,Male,No,62,Not Applicable,Yes,Overspeeding,Serious,3,Major Injury,14.0,2024,June,Tuesday,False,Late Night,Senior,No,No,Yes,Yes
Ker_Acc_103238,2025-03-17,6,2025-03-17 06:16:00,Kottayam,Junction,Rain,Wet,Day,High,Motorcycle,24,Female,No,65,Yes,Not Applicable,Mechanical Failure,Serious,3,Major Injury,15.0,2025,March,Monday,False,Morning,Young,No,No,No,Yes
Ker_Acc_103239,2024-12-07,7,2024-12-07 08:37:00,Wayanad,Rural Road,Fog,Dry,Day,High,Motorcycle,59,Female,No,34,Not Applicable,Not Applicable,Weather Conditions,Minor,1,No Injury,18.0,2024,December,Saturday,True,Morning,Middle Age,No,No,No,No
Ker_Acc_103240,2024-02-12,2,2024-02-12 03:05:00,Thrissur,Highway,Clear,Wet,Night,Medium,Auto Rickshaw,38,Female,No,102,Not Applicable,Not Applicable,Distracted Driving,Minor,0,Minor Injury,8.0,2024,February,Monday,False,Late Night,Adult,Yes,No,Yes,No
Ker_Acc_103241,2023-04-10,5,2023-04-10 07:42:00,Thrissur,Urban Road,Rain,Wet,Night,Low,Truck,55,Male,No,57,Not Applicable,Yes,Distracted Driving,Serious,3,Major Injury,34.0,2023,April,Monday,False,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_103242,2023-09-30,5,2023-09-30 05:47:00,Malappuram,Urban Road,Clear,Dry,Night,Medium,Motorcycle,21,Female,No,57,Yes,Not Applicable,Weather Conditions,Minor,2,Minor Injury,8.0,2023,September,Saturday,True,Late Night,Young,No,No,Yes,Yes
Ker_Acc_103243,2025-05-24,7,2025-05-24 08:48:00,Kasaragod,Urban Road,Clear,Dry,Day,High,Auto Rickshaw,57,Female,No,65,Not Applicable,Not Applicable,Mechanical Failure,Minor,1,Minor Injury,22.0,2025,May,Saturday,True,Morning,Middle Age,No,Yes,No,No
Ker_Acc_103244,2023-07-05,9,2023-07-05 11:50:00,Palakkad,Rural Road,Clear,Dry,Day,High,Car,26,Male,No,52,Not Applicable,Yes,Drunk Driving,Minor,0,Minor Injury,24.0,2023,July,Wednesday,False,Morning,Adult,No,Yes,No,No
Ker_Acc_103245,2023-04-25,22,2023-04-25 23:11:00,Thrissur,Rural Road,Rain,Wet,Day,Medium,Car,54,Female,No,66,Not Applicable,Yes,Weather Conditions,Minor,1,Minor Injury,16.0,2023,April,Tuesday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_103246,2025-04-01,5,2025-04-01 05:32:00,Kottayam,Junction,Clear,Wet,Night,Medium,Motorcycle,20,Female,No,46,Yes,Not Applicable,Overspeeding,Serious,2,Minor Injury,32.0,2025,April,Tuesday,False,Late Night,Young,No,Yes,Yes,Yes
Ker_Acc_103247,2023-04-01,1,2023-04-01 02:15:00,Malappuram,Rural Road,Fog,Dry,Night,Low,Auto Rickshaw,31,Female,No,79,Not Applicable,Not Applicable,Drunk Driving,Serious,2,Major Injury,19.0,2023,April,Saturday,True,Late Night,Adult,No,No,Yes,Yes
Ker_Acc_103248,2025-04-23,5,2025-04-23 08:16:00,Alappuzha,Highway,Clear,Dry,Night,Medium,Motorcycle,34,Female,No,84,Yes,Not Applicable,Distracted Driving,Minor,1,No Injury,5.0,2025,April,Wednesday,False,Late Night,Adult,Yes,No,Yes,No
Ker_Acc_103249,2023-06-03,5,2023-06-03 07:56:00,Malappuram,Urban Road,Storm,Dry,Night,Low,Auto Rickshaw,28,Female,No,80,Not Applicable,Not Applicable,Mechanical Failure,Minor,2,Minor Injury,6.0,2023,June,Saturday,True,Late Night,Adult,No,No,Yes,Yes
Ker_Acc_103250,2023-11-24,21,2023-11-24 22:02:00,Palakkad,Rural Road,Rain,Wet,Night,Medium,Car,52,Male,No,86,Not Applicable,No,Weather Conditions,Minor,1,Minor Injury,11.0,2023,November,Friday,False,Evening,Middle Age,Yes,No,Yes,No
Ker_Acc_103251,2023-02-14,1,2023-02-14 03:35:00,Malappuram,Urban Road,Clear,Dry,Night,Medium,Motorcycle,64,Female,No,100,Yes,Not Applicable,Mechanical Failure,Serious,3,Major Injury,30.0,2023,February,Tuesday,False,Late Night,Senior,Yes,Yes,Yes,Yes
Ker_Acc_103252,2023-10-18,12,2023-10-18 14:49:00,Idukki,Urban Road,Clear,Dry,Day,Medium,Car,60,Male,No,56,Not Applicable,Yes,Weather Conditions,Minor,2,No Injury,19.0,2023,October,Wednesday,False,Afternoon,Middle Age,No,No,No,Yes
Ker_Acc_103253,2023-10-08,13,2023-10-08 14:40:00,Kottayam,Junction,Clear,Dry,Day,High,Bus,40,Female,No,47,Not Applicable,Yes,Distracted Driving,Minor,0,No Injury,19.0,2023,October,Sunday,True,Afternoon,Adult,No,No,No,No
Ker_Acc_103254,2025-02-28,2,2025-02-28 03:41:00,Kasaragod,Urban Road,Rain,Muddy,Night,Medium,Car,25,Male,No,70,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,20.0,2025,February,Friday,False,Late Night,Young,No,No,Yes,No
Ker_Acc_103255,2024-06-11,11,2024-06-11 13:18:00,Kasaragod,Junction,Fog,Wet,Day,Medium,Auto Rickshaw,63,Female,No,27,Not Applicable,Not Applicable,Mechanical Failure,Minor,2,Minor Injury,16.0,2024,June,Tuesday,False,Morning,Senior,No,No,No,Yes
Ker_Acc_103256,2025-03-19,13,2025-03-19 13:15:00,Idukki,Junction,Clear,Dry,Day,Medium,Motorcycle,46,Female,No,47,No,Not Applicable,Drunk Driving,Minor,1,Minor Injury,9.0,2025,March,Wednesday,False,Afternoon,Middle Age,No,No,No,No
Ker_Acc_103257,2023-10-06,16,2023-10-06 19:04:00,Wayanad,Highway,Clear,Dry,Day,Low,Motorcycle,29,Female,No,99,Yes,Not Applicable,Distracted Driving,Serious,3,Major Injury,14.0,2023,October,Friday,False,Afternoon,Adult,Yes,No,No,Yes
Ker_Acc_103258,2023-12-28,15,2023-12-28 18:33:00,Idukki,Urban Road,Clear,Dry,Day,Medium,Bus,59,Male,No,56,Not Applicable,Yes,Overspeeding,Minor,1,No Injury,20.0,2023,December,Thursday,False,Afternoon,Middle Age,No,No,No,No
Ker_Acc_103259,2023-03-13,9,2023-03-13 11:03:00,Kottayam,Urban Road,Clear,Dry,Day,Medium,Auto Rickshaw,48,Male,Yes,48,Not Applicable,Not Applicable,Distracted Driving,Minor,1,Minor Injury,7.0,2023,March,Monday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_103260,2024-05-13,4,2024-05-13 06:47:00,Kannur,Rural Road,Clear,Dry,Night,High,Car,67,Female,No,68,Not Applicable,Yes,Weather Conditions,Minor,0,Minor Injury,25.0,2024,May,Monday,False,Late Night,Senior,No,Yes,Yes,No
Ker_Acc_103262,2024-02-08,4,2024-02-08 05:46:00,Malappuram,Urban Road,Clear,Dry,Night,High,Truck,60,Female,No,51,Not Applicable,Yes,Mechanical Failure,Serious,2,Minor Injury,20.0,2024,February,Thursday,False,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_103263,2024-04-24,17,2024-04-24 18:58:00,Palakkad,Rural Road,Clear,Wet,Day,Low,Truck,44,Female,No,67,Not Applicable,No,Drunk Driving,Minor,2,Minor Injury,5.0,2024,April,Wednesday,False,Afternoon,Middle Age,No,No,No,Yes
Ker_Acc_103264,2023-06-09,9,2023-06-09 11:06:00,Palakkad,Urban Road,Clear,Dry,Day,Medium,Motorcycle,62,Male,No,67,Yes,Not Applicable,Distracted Driving,Minor,2,Minor Injury,18.0,2023,June,Friday,False,Morning,Senior,No,No,No,Yes
